file,sha256_16,rows
daily_market_state.csv,4bc15889822e5032,3303
adtv90_ledger.csv,89673845cda2d5af,36
constituents_2026-06-30.csv,38baa5ce6aede302,18
weights_2026-03-31.csv,7b382c2a0aadd5cc,15
index_vs_benchmark.csv,f188f3f5fb5a7a75,59
calendar.csv,3cbb2c8d960a3c7a,392
fx.csv,ef833251ecf38c06,181
